"序号","代码","名称","最新价","涨跌额","涨跌幅","5分钟涨跌幅","60日涨跌幅","年初至今涨跌幅","买入价","卖出价","买量","卖量","成交量","成交额","今开","昨收","最高","最低","换手率%","涨跌速率%","振幅%","量比","委比","盘前最新价","盘后最新价","盘前涨跌幅","盘后涨跌幅","盘前成交额","盘后成交额","盘前振幅%","盘后振幅%","盘前涨跌额","盘后涨跌额","资产规模","总发行量","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅"
"647","FUT","ProShares Managed Futures Strategy ETF","41.514","+0.145","0.35%","0.00%","7.94%","7.65%","0.000","0.000","0","0","1439","59758","41.478","41.369","41.610","41.474","1.44","-0.23","0.33","0.11","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","430.00万","100000","1.74%","1.35%","3.00%","4.39%","4.07%"
"648","DEW","WisdomTree Global High Dividend Fund","51.752","+0.179","0.35%","0.00%","0.83%","4.05%","0.000","0.000","0","0","1792","92855","51.580","51.573","51.910","51.580","0.13","-0.30","0.64","0.09","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","6930.00万","1400000","0.35%","1.26%","6.47%","9.05%","13.54%"
"649","EWL","瑞士ETF-ishares MSCI","49.840","+0.170","0.34%","0.16%","-3.54%","-5.48%","0.000","0.000","0","0","970120","48316920","49.420","49.670","50.020","49.370","2.95","0.12","1.31","0.70","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","16.17亿","32900000","0.67%","2.11%","10.36%","2.51%","10.69%"
"650","FEP","First Trust欧洲AlphaDEX基金","38.100","+0.130","0.34%","0.08%","-12.62%","-11.52%","0.000","0.000","0","0","63758","2428709","37.960","37.970","38.189","37.890","0.51","-0.01","0.79","0.49","0.00%","37.970","0.000","0.00%","0.00%","341.73","0","0.00","0.00","0.000","0.000","4.73亿","12500000","-2.48%","-1.35%","6.49%","-10.76%","-8.02%"
"651","IFV","First Trust Dorsey Wright International Focus 5 ETF","21.040","+0.072","0.34%","0.24%","-9.59%","-8.74%","0.000","0.000","0","0","25760","540980","20.965","20.968","21.150","20.930","0.27","-0.15","1.05","1.19","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.98亿","9400000","-1.45%","-0.05%","8.12%","-8.74%","-8.25%"
"652","AILV","ALPHA INTELLIGENT - LARGE CAP VALUE ETF","26.401","+0.090","0.34%","0.00%","-2.88%","-1.20%","0.000","0.000","0","0","0","0","25.720","26.312","0.000","0.000","0.00","0.34","0.00","0.00","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","0","0","-0.33%","-0.92%","5.21%","3.72%","3.72%"
"653","ECLN","FIRST TR EXCHANGE TRADED FD IV EIP CARBON IMPACT ETF","27.078","+0.092","0.34%","0.00%","11.01%","9.46%","0.000","0.000","0","0","548","14819","26.960","26.987","27.120","26.960","0.07","-0.15","0.59","0.30","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2010.00万","800000","0.76%","3.00%","6.55%","15.49%","16.92%"
"654","SMIG","AAM BAHL & GAYNOR SMALL/MID CAP INCOME GROWTH ETF","23.640","+0.080","0.34%","-0.21%","-8.19%","-9.38%","0.000","0.000","0","0","36088","856028","23.650","23.560","23.780","23.438","1.34","-0.21","1.45","1.68","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","6329.88万","2700000","-0.94%","-1.29%","0.79%","-4.18%","-4.64%"
"655","XLU","公用事业精选行业指数ETF-SPDR","76.960","+0.260","0.34%","0.06%","11.41%","8.23%","0.000","0.000","0","0","17194275","1323468185","76.980","76.700","77.230","76.310","8.67","0.02","1.20","0.85","0.00%","76.720","76.710","0.03%","-0.32%","261169.04","1147042.598","0.30","0.42","+0.020","-0.250","152.61亿","198400000","1.93%","5.74%","10.00%","20.04%","20.24%"
"656","IQDY","FlexShares International Quality Dividend Dynamic Index Fund","28.215","+0.095","0.34%","0.00%","-9.34%","-6.44%","0.000","0.000","0","0","13539","382777","28.140","28.120","28.340","28.140","0.47","-0.12","0.71","0.95","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","8200.04万","2900000","-2.55%","-1.40%","4.57%","-6.29%","-4.76%"
"657","FLV","AMERICAN CENTURY FOCUSED LARGE CAP VALUE ETF","62.410","+0.210","0.34%","-0.21%","0.43%","2.55%","0.000","0.000","0","0","14544","909368","62.269","62.200","62.659","62.225","0.39","-0.21","0.70","2.49","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.27亿","3700000","0.47%","1.03%","6.14%","4.09%","8.03%"
"658","PDP","Power Shares DWA动量投资组合","80.620","+0.270","0.34%","0.06%","-8.30%","-14.71%","0.000","0.000","0","0","35226","2840564","80.300","80.350","81.025","80.060","0.21","0.13","1.20","0.55","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","13.27亿","16700000","-0.98%","-0.57%","7.24%","-13.63%","-7.52%"
"659","MFEM","PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity ETF","20.932","+0.070","0.33%","-0.18%","-11.98%","-9.03%","0.000","0.000","0","0","3833","80384","20.970","20.863","21.020","20.920","0.10","-0.18","0.48","0.40","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","8259.81万","3900000","-1.18%","0.45%","4.88%","-10.40%","-6.89%"
"660","IECS","iShares Evolved U.S. Consumer Staples ETF","34.665","+0.115","0.33%","0.00%","0.59%","-0.14%","0.000","0.000","0","0","1839","63951","34.730","34.550","34.800","34.665","0.37","-0.39","0.39","0.91","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1720.00万","500000","0.95%","3.09%","9.29%","7.96%","10.61%"
"661","IFED","ETRACS IFED INVEST WITH THE FED TR INDEX ETN","29.446","+0.097","0.33%","0.00%","2.17%","7.00%","0.000","0.000","0","0","2","59","29.446","29.349","29.446","29.446","0.00","0.33","0.00","0.02","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5900.00万","2000000","-1.19%","-4.30%","3.31%","12.36%","16.04%"
"662","EGPT","VanEck Vectors埃及指数ETF","21.450","+0.070","0.33%","-0.13%","-21.35%","-20.97%","0.000","0.000","0","0","3577","76684","21.400","21.380","21.490","21.370","0.45","-0.13","0.56","0.28","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1750.00万","800000","-1.79%","-2.19%","-8.65%","-15.47%","-7.43%"
"663","XHB","SPDR标普房屋建筑商ETF","61.470","+0.200","0.33%","0.05%","-23.84%","-28.18%","0.000","0.000","0","0","5732164","355253610","61.210","61.270","62.868","60.780","28.24","0.02","3.41","1.02","0.00%","61.430","61.630","0.26%","0.26%","9404.09","35801398.44","0.54","0.49","+0.160","+0.160","12.51亿","20300000","-3.52%","-6.25%","-8.01%","-18.66%","-15.47%"
"664","EWG","德国ETF-iShares MSCI","27.690","+0.090","0.33%","0.11%","-17.37%","-15.53%","0.000","0.000","0","0","6130175","169749314","27.510","27.600","27.795","27.490","9.68","0.04","1.11","1.21","0.00%","27.510","27.700","-0.33%","0.04%","58906.54","1167860.922","1.01","0.00","-0.090","+0.010","17.49亿","63300000","-3.22%","-2.19%","3.67%","-16.50%","-17.88%"
"665","EGIS","2NDVOTE SOCIETY DEFENDED ETF","34.783","+0.113","0.33%","0.00%","-0.40%","-0.13%","0.000","0.000","0","0","1857","64773","34.780","34.670","34.990","34.780","0.23","-0.34","0.61","0.84","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2580.00万","800000","0.56%","-0.61%","6.16%","2.24%","12.25%"
"666","HEGD","SWAN HEDGED EQUITY US LARGE CAP ETF","18.610","+0.060","0.32%","-0.03%","-3.12%","-4.61%","0.000","0.000","0","0","27043","502369","18.540","18.550","18.650","18.470","0.27","0.76","0.97","0.59","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.88亿","10100000","-0.32%","-0.80%","3.53%","-0.54%","5.95%"
"667","GLIF","FQF TRUST AGFIQ GLOBAL INFRASTRUCTURE ETF","29.520","+0.094","0.32%","0.00%","5.78%","4.89%","0.000","0.000","0","0","106","3137","29.600","29.425","29.600","29.520","0.05","-0.27","0.27","0.32","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","440.00万","200000","0.42%","3.08%","7.97%","7.62%","18.01%"
"668","DGS","WisdomTree新兴市场小盘股利基金","53.420","+0.170","0.32%","-0.02%","-0.72%","1.21%","0.000","0.000","0","0","178995","9560484","53.330","53.250","53.595","53.220","0.37","0.02","0.70","1.25","0.00%","53.250","0.000","0.00%","0.00%","53.25","0","0.00","0.00","0.000","0.000","25.96亿","48200000","-1.00%","0.70%","6.06%","1.32%","7.53%"
"669","DWMC","AdvisorShares Dorsey Wright Micro-Cap ETF","35.492","+0.112","0.32%","0.00%","-4.45%","-9.11%","0.000","0.000","0","0","270","9589","35.460","35.380","35.492","35.460","0.14","0.09","0.09","0.16","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","860.00万","200000","-2.74%","-4.90%","-0.28%","-8.29%","0.01%"
"670","FNDF","嘉信基本面国际大企业指数","31.880","+0.100","0.31%","0.05%","-6.37%","-1.94%","0.000","0.000","0","0","708744","22587148","31.690","31.780","31.963","31.690","0.30","0.04","0.86","0.76","0.00%","32.425","0.000","2.03%","0.00%","6774.301","0","2.03","0.00","+0.645","0.000","74.55亿","234300000","-1.88%","-1.85%","4.73%","-2.73%","0.56%"
"671","HEDJ","欧洲Hedged ETF-WisdomTree","73.620","+0.230","0.31%","0.14%","-8.72%","-8.05%","0.000","0.000","0","0","62004","4564628","73.560","73.390","74.008","73.440","0.25","0.08","0.77","1.25","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","18.33亿","25100000","-1.14%","-0.55%","5.78%","-3.52%","2.40%"
"672","RBUS","Nationwide Risk-Based U.S. Equity ETF","40.159","+0.125","0.31%","0.00%","-0.19%","-2.24%","0.000","0.000","0","0","5","201","40.159","40.034","40.159","40.159","0.00","0.31","0.00","0.00","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.18亿","3000000","1.06%","1.78%","7.52%","3.37%","10.17%"
"673","FIHD","FI Enhanced Global High Yield","251.665","+0.780","0.31%","0.00%","-1.89%","2.46%","0.000","0.000","0","0","12","3048","251.665","250.886","251.665","251.665","0.01","0.31","0.00","0.10","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3210.00万","100000","2.82%","2.42%","15.40%","12.72%","17.83%"
"674","IDU","iShares安硕美国公用事业ETF","93.890","+0.290","0.31%","-0.01%","9.95%","6.79%","0.000","0.000","0","0","125659","11805815","93.780","93.600","94.220","93.280","1.14","0.16","1.00","1.01","0.00%","93.600","0.000","0.00%","0.00%","1216.8","0","0.00","0.00","0.000","0.000","10.25亿","11000000","1.79%","5.48%","9.81%","17.44%","17.69%"
"675","DOL","智慧树国际大盘股息基金","48.560","+0.150","0.31%","-0.14%","-4.35%","-0.97%","0.000","0.000","0","0","2669","129813","48.687","48.411","48.690","48.560","0.03","-0.14","0.27","0.15","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3.77亿","7800000","-1.25%","-0.06%","6.77%","1.72%","4.27%"
"676","HTUS","Hull Tactical US ETF","31.587","+0.097","0.31%","0.00%","-4.38%","-6.33%","0.000","0.000","0","0","376","11913","31.730","31.490","31.730","31.587","0.05","-0.45","0.45","0.19","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2540.00万","800000","-0.76%","-0.70%","6.45%","-2.15%","5.78%"
"677","KSA","iShares MSCI Saudi Arabia Capped ETF","48.850","+0.150","0.31%","0.06%","10.85%","19.47%","0.000","0.000","0","0","195333","9540453","48.810","48.700","48.920","48.670","0.65","-0.04","0.51","0.44","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","14.72亿","30300000","2.13%","2.35%","4.78%","13.78%","38.45%"
"678","PXF","PowerShares富时RAFI发达市场除","45.610","+0.140","0.31%","0.04%","-6.98%","-2.97%","0.000","0.000","0","0","81581","3722452","45.410","45.470","45.750","45.340","0.32","0.09","0.90","0.83","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","11.79亿","25900000","-1.91%","-1.60%","5.15%","-2.95%","0.50%"
"679","CIL","VictoryShares International Vol Wtd ETF","41.978","+0.128","0.31%","0.00%","-7.73%","-6.63%","0.000","0.000","0","0","5422","227574","41.800","41.850","42.025","41.800","0.21","0.00","0.54","10.64","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.07亿","2600000","-1.13%","-0.18%","3.60%","-5.72%","-1.72%"
"680","FCA","First Trust中国AlphaDEX基金","26.190","+0.080","0.31%","0.00%","-7.40%","-4.33%","0.000","0.000","0","0","405","10608","26.190","26.110","26.190","26.190","0.10","0.00","0.00","1.52","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","930.00万","400000","-0.92%","3.76%","5.29%","-10.51%","-8.72%"
"681","RFEM","First Trust Exchange-Traded Fund III First Trust RiverFront Dynamic Emerging Markets ETF","65.400","+0.200","0.31%","0.00%","-7.03%","-3.26%","0.000","0.000","0","0","2399","156791","65.170","65.200","65.450","65.170","0.34","0.06","0.43","0.39","0.00%","65.200","0.000","0.00%","0.00%","65.2","0","0.00","0.00","0.000","0.000","4589.97万","700000","-0.74%","2.04%","7.09%","-4.70%","-8.17%"
"682","FVD","第一信托超值系列红利指数基金","42.660","+0.130","0.31%","0.09%","-0.19%","-0.44%","0.000","0.000","0","0","1147140","48933345","42.590","42.530","42.846","42.480","0.38","0.13","0.86","0.76","0.00%","42.530","0.000","0.00%","0.00%","83018.56","0","0.00","0.00","0.000","0.000","128.96亿","303400000","0.16%","1.28%","6.14%","5.89%","12.35%"
"683","AVEM","AMERICAN CENTURY INVESTMENT TRUST AVANTIS EMERGING MKTS EQUITY ETF USD","59.420","+0.180","0.30%","0.02%","-8.98%","-6.16%","0.000","0.000","0","0","77797","4629595","59.356","59.240","59.670","59.230","0.39","0.07","0.74","0.62","0.00%","59.240","0.000","0.00%","0.00%","59.24","0","0.00","0.00","0.000","0.000","11.79亿","19800000","-1.52%","0.25%","5.77%","-8.07%","-8.13%"
"684","ISDX","Invesco Strategic Developed ex-US ETF","29.860","+0.090","0.30%","-0.30%","-4.17%","-0.60%","0.000","0.000","0","0","46096","1377133","29.830","29.770","29.990","29.810","0.41","-0.30","0.61","2.62","0.00%","0.000","29.860","0.00%","0.00%","0","976481.72","0.00","0.00","0.000","0.000","3.36亿","11300000","-1.48%","-1.29%","4.65%","-2.20%","1.47%"
"685","AIVL","WISDOMTREE U.S. AI ENHANCED VALUE FUND","99.900","+0.300","0.30%","-0.32%","0.66%","0.66%","0.000","0.000","0","0","12541","1258340","99.860","99.600","100.540","99.860","0.25","-0.32","0.68","0.93","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","4.92亿","5000000","-0.08%","0.74%","7.00%","0.66%","0.66%"
"686","JPEM","JPMorgan Diversified Return Emerging Markets Equity ETF","56.010","+0.168","0.30%","-0.21%","-3.98%","-0.92%","0.000","0.000","0","0","9087","509652","55.960","55.842","56.160","55.960","0.29","-0.21","0.36","1.10","0.00%","55.842","0.000","0.00%","0.00%","55.842","0","0.00","0.00","0.000","0.000","1.75亿","3100000","-1.10%","1.27%","6.41%","-2.73%","2.87%"
"687","GMET","VANECK GREEN METALS ETF","36.730","+0.110","0.30%","-0.05%","-0.38%","4.79%","0.000","0.000","0","0","8730","321966","36.759","36.620","36.970","36.660","1.09","-0.05","0.85","0.72","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2720.00万","800000","-2.80%","-2.65%","2.17%","4.91%","4.91%"
"688","ALTS","ProShares Morningstar Alternatives Solution ETF","39.131","+0.116","0.30%","0.00%","0.89%","0.78%","0.000","0.000","0","0","99","3880","39.131","39.015","39.131","39.131","0.05","0.30","0.00","0.06","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","860.00万","200000","0.57%","0.76%","1.98%","1.20%","4.61%"
"689","DWLD","Davis Select Worldwide ETF","27.100","+0.080","0.30%","-0.15%","-12.75%","-7.16%","0.000","0.000","0","0","10121","275337","27.020","27.020","27.278","27.020","0.09","-0.15","0.96","0.33","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","2.98亿","11000000","-1.95%","-2.27%","7.84%","-12.27%","-21.43%"
"690","JJC","铜ETN-iPath","23.720","+0.070","0.30%","0.05%","3.36%","6.18%","0.000","0.000","0","0","226108","5348482","23.750","23.650","23.750","23.630","4.92","0.08","0.51","3.95","0.00%","23.920","24.540","1.14%","3.46%","23.92","73.62","0.00","0.00","+0.270","+0.820","1.09亿","4600000","0.17%","0.81%","2.64%","0.21%","14.79%"
"691","SCDL","ETRACS 2X LEVERAGED US DIVIDEND FACTOR TR ETN","37.554","+0.111","0.30%","0.00%","-5.40%","-3.05%","0.000","0.000","0","0","0","0","37.443","37.443","0.000","0.000","0.00","0.30","0.00","0.00","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3710.00万","1000000","0.36%","0.03%","11.83%","8.50%","18.30%"
"692","OMFL","Oppenheimer Russell 1000 Dynamic Multifactor ETF","47.860","+0.140","0.29%","0.02%","-2.77%","-5.36%","0.000","0.000","0","0","127360","6107947","47.810","47.720","48.190","47.580","0.33","0.08","1.28","0.93","0.00%","47.720","47.860","0.00%","0.00%","143.16","789402.84","0.00","0.00","0.000","0.000","18.44亿","38700000","0.04%","1.10%","8.09%","-1.12%","5.87%"
"693","VFMO","Vanguard U.S. Momentum Factor ETF","124.667","+0.363","0.29%","0.00%","-4.31%","-6.10%","0.000","0.000","0","0","2917","365076","125.300","124.303","125.300","124.667","0.19","-0.31","0.51","0.67","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","1.90亿","1500000","-1.75%","-3.03%","4.13%","-6.49%","-0.94%"
"694","TPHE","TIMOTHY PLAN HIGH DIVIDEND STOCK ENHANCED ETF","27.540","+0.080","0.29%","-0.04%","2.45%","2.58%","0.000","0.000","0","0","10488","289015","27.460","27.460","27.623","27.445","0.50","-0.04","0.65","0.86","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","5609.94万","2100000","0.10%","1.23%","6.78%","9.83%","10.74%"
"695","FFR","First Trust FTSE EPRA/NAREIT Developed Markets Real Estate","51.840","+0.150","0.29%","-0.15%","-1.11%","-4.52%","0.000","0.000","0","0","2436","126166","50.250","51.690","51.920","50.250","0.35","-0.15","3.23","1.38","0.00%","0.000","0.000","0.00%","0.00%","0","0","0.00","0.00","0.000","0.000","3609.97万","700000","-1.24%","1.94%","5.05%","1.04%","11.10%"
